Metal,ABS,HIPS,Nylon,PC,PLA,PP,Wood,Rubber,Thermocol,Threadball,TPU,Hollow TPU,Green Sponge,White Sponge
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2826649,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,-0.09411909,0,0,0,0,-0.09411909,0,0,0,0,0,0
-0.2826649,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.2826649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,-0.09411909,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0.09411909,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0.09411909,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0.09411909,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.09411909,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2826649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.1882382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0
0,0,0,0,0,0,0,0.09411909,0,-0.09411909,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.167815,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5653297,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.1882382,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.09411909,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0.09411909,0
0,0,0,0,0,0,0,0,-0.2826649,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.2826649,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2826649,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
-0.2826649,0,0,0,0,0,0,0,-0.1882382,0,-0.1882382,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.1882382,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.1882382,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.1882382,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.1882382,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.1882382,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.1882382,0,0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0.09411909,0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,-0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,-0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,-0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,-0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0.09411909
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,-0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.1882382,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.376784,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.4712106,0,0,-0.09411909,0,0,0,-0.09411909,0,0,0,0,0,0
0,0.376784,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.1882382,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.1882382,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.1882382,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0.09411909,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0.09411909,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.09411909,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0.09411909
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0.09411909
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,-0.09411909,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0.09411909,0,0.09411909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,-0.1882382,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0.09411909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.09411909,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
-0.09411909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.09411909,0
0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.09411909,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,-0.1882382,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,-0.09411909,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.1882382,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.09411909,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.09411909,0,0,0,0,0,0,0,0,0,0
